transaction_id,timestamp,vehicle_model_id,price
810,12/15/2018,57,315495
811,08/24/2018,5 Series,417640
812,02/14/2018,Mazda6,211032
813,07/05/2018,Suburban 1500,277871
814,08/28/2018,Econoline E250,204587
815,05/30/2018,Prius,199737
816,12/07/2018,Starion,463544
817,11/09/2018,IS,440764
818,05/03/2018,LTD Crown Victoria,109212
819,05/23/2018,Suburban 2500,181304
820,09/24/2018,Stratus,474960
821,01/07/2018,Riviera,270045
822,04/25/2018,Impreza,450136
823,08/19/2018,Quest,454028
824,07/26/2018,Quattroporte,474070
825,10/18/2018,V50,131236
826,04/17/2018,Century,139649
827,05/19/2018,Stratus,162907
828,11/13/2018,Golf,344133
829,08/05/2018,Esteem,358046
830,06/13/2018,Millenia,273838
831,11/13/2018,SVX,410561
832,10/31/2018,Bonneville,181912
833,11/25/2018,Ranger,353967
834,09/28/2018,Sephia,313563
835,08/31/2018,F250,258250
836,03/06/2018,Tribeca,193123
837,11/22/2018,Samurai,465814
838,09/20/2018,Caprice Classic,185491
839,02/17/2018,Escalade,106876
840,02/26/2018,Protege,264008
841,08/29/2018,Viper,250694
842,07/15/2018,Ranger,382632
843,12/21/2018,DBS,225204
844,01/19/2018,RAV4,479637
845,01/16/2018,M5,254339
846,01/14/2018,Gallardo,463491
847,05/17/2018,Tribeca,116661
848,11/12/2018,Passport,216838
849,05/22/2018,MPV,317208
850,03/19/2018,Baja,133132
851,06/09/2018,Beetle,483053
852,05/08/2018,F150,333199
853,04/05/2018,Escort,114412
854,12/04/2018,GX,401557
855,02/18/2018,M-Class,376714
856,07/10/2018,Sequoia,492317
857,07/20/2018,Celica,413829
858,09/13/2018,LX,199540
859,11/01/2018,C-Class,463828
860,03/27/2018,Sedona,110389
861,06/04/2018,Sonoma,373743
862,01/24/2018,Sable,156276
863,02/24/2018,Jetta,131306
864,11/15/2018,E-Class,465833
865,06/20/2018,F250,247237
866,11/07/2018,4Runner,319874
867,01/14/2018,Stanza,187167
868,06/18/2018,Frontier,146945
869,08/17/2018,Sportvan G20,206148
870,01/24/2018,M6,243560
871,12/17/2018,Q,223594
872,08/28/2018,Q5,280226
873,04/21/2018,PT Cruiser,398760
874,07/26/2018,Eurovan,165730
875,07/31/2018,Pilot,389478
876,12/18/2018,Tacoma,356637
877,11/27/2018,Maxima,435886
878,08/28/2018,Accord,178679
879,06/09/2018,Spirit,223241
880,07/30/2018,J,108950
881,06/12/2018,2500,143857
882,11/01/2018,9000,277526
883,09/27/2018,Corolla,244175
884,12/24/2018,Impreza,290568
885,10/12/2018,Thunderbird,386907
886,11/21/2018,Land Cruiser,111790
887,08/08/2018,rio,250147
888,03/10/2018,MKX,368067
889,05/29/2018,LS Hybrid,314740
890,02/09/2018,Journey,231699
891,03/21/2018,Aviator,351956
892,05/17/2018,G,177481
893,11/21/2018,Galant,385888
894,07/04/2018,Accord,360182
895,09/03/2018,1000,184114
896,02/13/2018,SL-Class,125072
897,02/15/2018,Esteem,291504
898,10/23/2018,911,266569
899,07/27/2018,Rabbit,431793
900,04/05/2018,Ciera,399714
901,04/11/2018,Aspire,339713
902,10/25/2018,A6,316201
903,02/11/2018,E350,384652
904,09/16/2018,Sunfire,485938
905,06/08/2018,Passat,253435
906,01/26/2018,DeVille,445019
907,11/28/2018,LS,263679
908,07/26/2018,Legacy,192431
909,12/14/2018,RVR,443899
910,04/10/2018,Sonoma Club,293813
911,09/28/2018,CR-V,113604
912,10/25/2018,Probe,210349
913,07/29/2018,Spirit,143439
914,10/16/2018,Viper,439585
915,12/24/2018,Sonata,281663
916,12/11/2018,Solara,138508
917,04/30/2018,525,333180
918,12/12/2018,J,377415
919,10/19/2018,Grand Marquis,273581
920,05/20/2018,Escape,225789
921,01/19/2018,NV3500,375164
922,10/10/2018,LSS,260902
923,12/30/2018,Grand Cherokee,407174
924,05/16/2018,SC,231190
925,05/06/2018,Ciera,117232
926,05/14/2018,Challenger,131841
927,12/20/2018,Sierra 2500,236490
928,03/19/2018,Passat,390003
929,10/08/2018,Mark VIII,345673
930,11/07/2018,MKT,342146
931,01/19/2018,New Beetle,233632
932,08/26/2018,B-Series,279103
933,03/16/2018,Malibu,418349
934,01/05/2018,XC70,205501
935,04/02/2018,Sonata,403455
936,12/29/2018,Grand Am,210729
937,05/26/2018,Yukon XL 2500,265044
938,08/05/2018,B2600,476085
939,05/14/2018,Q,364422
940,03/12/2018,911,188787
941,06/11/2018,Mustang,192079
942,10/28/2018,STS,115927
943,04/17/2018,Savana 1500,313959
944,12/12/2018,Coupe Quattro,412219
945,09/15/2018,RX-7,216630
946,01/17/2018,F-Series,100015
947,08/01/2018,F-Series Super Duty,212002
948,07/28/2018,Liberty,110452
949,07/31/2018,F-Series,106673
950,04/09/2018,Amigo,407053
951,02/17/2018,E350,180553
952,03/27/2018,Laser,325412
953,11/14/2018,9-3,215947
954,04/09/2018,S2000,409648
955,07/12/2018,Ranger,113830
956,12/25/2018,Azera,481591
957,07/14/2018,Town & Country,250856
958,04/10/2018,MX-6,453965
959,01/17/2018,Neon,163964
960,02/10/2018,EX,282702
961,09/15/2018,Regency,196212
962,04/22/2018,Escalade,438687
963,06/08/2018,Range Rover,492549
964,11/07/2018,Catera,107386
965,08/10/2018,Diablo,489669
966,06/01/2018,Optima,245552
967,04/06/2018,Sentra,235175
968,04/16/2018,8 Series,173582
969,09/13/2018,Galant,155207
970,05/01/2018,Sebring,474576
971,07/22/2018,Silverado 2500,152776
972,11/05/2018,Bonneville,161357
973,05/02/2018,Firebird,443712
974,04/24/2018,RS6,439812
975,11/10/2018,SLS-Class,364441
976,08/18/2018,Legend,265365
977,04/19/2018,Sportvan G10,108884
978,02/12/2018,X3,346167
979,08/21/2018,Armada,117967
980,11/13/2018,Tundra,402212
981,12/30/2018,Suburban 1500,205616
982,10/16/2018,LS Hybrid,340499
983,11/14/2018,A5,359303
984,01/01/2018,Tahoe,309358
985,04/28/2018,Patriot,363569
986,05/22/2018,Vantage,154834
987,08/08/2018,Magnum,288199
988,10/11/2018,Spirit,432412
989,05/12/2018,Grand Am,362227
990,11/13/2018,Wrangler,489914
991,01/10/2018,164,320454
992,11/30/2018,Jetta,337846
993,01/02/2018,JUKE,498455
994,08/20/2018,Tercel,353227
995,09/08/2018,F-Series,422540
996,07/14/2018,Lumina,439989
997,12/06/2018,Sephia,442435
998,08/23/2018,Truck,186006
999,12/26/2018,Range Rover,117264
1000,05/17/2018,Eurovan,114984
