transaction_id,source,timestamp,vehicle_model_id,price
607,Livepath,01/05/2018,Rally Wagon 3500,393418
608,Tekfly,05/29/2018,200SX,181025
609,Mydo,11/12/2018,Avalanche 1500,295160
610,Browsedrive,10/04/2018,Leganza,428616
611,Tagfeed,08/01/2018,Express 2500,393403
612,Jabbersphere,07/25/2018,Tahoe,403994
613,Jabbercube,10/22/2018,F350,184858
614,Jayo,02/05/2018,Jetta,415458
615,Flashdog,10/07/2018,Navajo,265050
616,Leenti,08/26/2018,1500 Club Coupe,164240
617,Photospace,03/02/2018,Eos,459406
618,Meedoo,07/16/2018,Omni,254093
619,Browsedrive,12/03/2018,S-Series,175061
620,Bluejam,10/13/2018,545,344643
621,Quimba,02/20/2018,Regal,271367
622,Skibox,12/25/2018,Spectra,127625
623,Browsezoom,07/08/2018,Jimmy,283532
624,Devshare,08/14/2018,F-Series,488571
625,Skiba,08/12/2018,Silverado 2500,363403
626,Twitternation,10/05/2018,L-Series,349597
627,Yodel,10/26/2018,LeBaron,488859
628,Youopia,02/01/2018,Elantra,165942
629,Plajo,10/11/2018,L-Series,297908
630,Skinder,04/28/2018,LeSabre,183808
631,Flipopia,11/05/2018,Lynx,247170
632,Pixope,05/14/2018,Rendezvous,137677
633,Oyonder,03/23/2018,Civic,250564
634,Eabox,04/19/2018,Firebird,221824
635,Gabtype,04/17/2018,626,327375
636,Ooba,03/14/2018,STS-V,365099
637,Yadel,01/10/2018,S-Type,469475
638,Skivee,11/16/2018,Rodeo,145455
639,Oyoloo,03/10/2018,Cougar,279861
640,Dynazzy,10/14/2018,Cutlass Supreme,117488
641,Yodel,12/15/2018,LS,412837
642,LiveZ,06/18/2018,Sportage,266891
643,Eidel,11/03/2018,C70,148256
644,Midel,01/08/2018,Seville,463477
645,Browsecat,01/07/2018,Lumina APV,355083
646,Kimia,06/02/2018,B-Series Plus,479446
647,Feedmix,06/28/2018,Taurus X,141902
648,Einti,10/27/2018,Grand Prix,118151
649,Twiyo,02/17/2018,Grand Caravan,226392
650,Pixonyx,10/10/2018,500E,436152
651,Realblab,06/03/2018,Cayenne,477996
652,Rooxo,06/21/2018,LS,226573
653,Reallinks,01/26/2018,Santa Fe,425607
654,Dynabox,03/07/2018,Daytona,232229
655,Wordpedia,08/09/2018,Optima,463452
656,Tagchat,06/30/2018,SLR McLaren,330133
657,Meezzy,08/24/2018,Windstar,173950
658,Riffpedia,09/02/2018,RL,328600
659,Jatri,05/01/2018,Grand Marquis,298030
660,Zazio,04/05/2018,240,440892
661,Blogtag,01/23/2018,CTS,498499
662,Viva,01/29/2018,RVR,103774
663,Dazzlesphere,11/15/2018,Commander,157530
664,Twitterlist,05/01/2018,XT,434457
665,Meeveo,11/14/2018,B-Series,265266
666,Edgeclub,05/18/2018,Crown Victoria,360136
667,Browsezoom,12/30/2018,Crown Victoria,212615
668,Chatterpoint,02/13/2018,xA,169405
669,Eidel,09/12/2018,Boxster,459949
670,Photobug,02/15/2018,Accord,449253
671,Kayveo,07/30/2018,Frontier,150040
672,Fanoodle,11/30/2018,3 Series,314593
673,Edgewire,04/05/2018,Sierra 3500,384530
674,Trilia,04/17/2018,Chevette,395479
675,Trilia,11/27/2018,Grand Am,255430
676,Jabbercube,03/22/2018,Ram Wagon B250,257135
677,Pixonyx,04/21/2018,Arnage,182397
678,Skilith,12/22/2018,Nubira,116004
679,Lazzy,04/18/2018,Titan,141272
680,Livetube,10/02/2018,Edge,200298
681,Divape,10/26/2018,Imperial,171737
682,Yambee,04/11/2018,S40,205501
683,Rhyzio,07/29/2018,4Runner,303062
684,Ainyx,03/24/2018,S-Series,148708
685,Buzzshare,05/23/2018,XJ Series,285972
686,Realbuzz,04/24/2018,Shadow,304393
687,Thoughtworks,01/29/2018,L-Series,286723
688,Thoughtbeat,02/05/2018,Eldorado,159917
689,Yakitri,05/27/2018,TSX,477686
690,Fadeo,05/16/2018,Viper,302179
691,Snaptags,07/29/2018,SL65 AMG,246454
692,Browsezoom,04/11/2018,TSX,447865
693,Ntags,09/03/2018,C30,376497
694,Chatterbridge,03/14/2018,Outback,316057
695,Jetpulse,10/06/2018,Camry Hybrid,178180
696,Gabtune,06/01/2018,Grand Marquis,384859
697,Brightdog,02/10/2018,Sierra 1500,270817
698,Thoughtworks,12/27/2018,PT Cruiser,293209
699,Quimm,06/27/2018,Murano,118978
700,Zooxo,05/10/2018,626,339469
701,Yata,11/05/2018,Lucerne,310623
702,Oyoba,09/03/2018,Caprice Classic,357986
703,Yakidoo,06/21/2018,Esprit,448330
704,Twitterworks,07/01/2018,S80,254495
705,Thoughtmix,03/05/2018,Sonata,128684
706,Fanoodle,09/27/2018,1 Series,497524
707,Oyoba,01/02/2018,Discovery,437348
708,Chatterpoint,04/16/2018,Avanti,121658
709,Plambee,07/20/2018,Tiburon,266655
710,Oyoba,01/05/2018,SLX,232056
711,Shuffledrive,02/03/2018,Milan,219299
712,Flashspan,04/14/2018,VS Commodore,347999
713,Browsebug,04/23/2018,Econoline E350,236711
714,Twinte,12/20/2018,Ram 3500,495827
715,Quimba,01/09/2018,Sprinter,111215
716,Twitterlist,12/12/2018,F350,345335
717,Devpoint,09/08/2018,Mazda6,483019
718,Dabfeed,12/29/2018,Previa,176246
719,Buzzbean,06/13/2018,Camaro,489817
720,Quatz,12/28/2018,Bonneville,338639
721,Jaxworks,12/14/2018,7 Series,387458
722,Eabox,07/25/2018,C8,358332
723,Skipfire,01/22/2018,Grand Prix,261607
724,Mybuzz,06/02/2018,SLS AMG,352961
725,Tambee,10/31/2018,D250,165577
726,Muxo,11/26/2018,Express 3500,198474
727,Youspan,07/11/2018,Versa,154485
728,Lazzy,03/09/2018,Impala,257607
729,Skimia,08/03/2018,Golf,499846
730,Eire,09/27/2018,Escape,312851
731,Mycat,03/14/2018,E-Class,427262
732,Zoomdog,10/31/2018,Blazer,390839
733,Linklinks,05/07/2018,Bonneville,306638
734,Devcast,07/09/2018,J,272920
735,Skyba,02/11/2018,3500,258517
736,Riffwire,02/26/2018,Forester,417693
737,Gigazoom,11/28/2018,SC,474459
738,Teklist,06/22/2018,Grand Cherokee,473884
739,Jabberbean,02/08/2018,Century,391662
740,Browsezoom,11/22/2018,Corvette,311164
741,Chatterbridge,10/18/2018,Silverado 2500,190235
742,Quinu,02/10/2018,Challenger,402550
743,Einti,01/24/2018,500SEL,194151
744,Photobean,09/07/2018,Range Rover,153337
745,Npath,04/03/2018,Galant,309973
746,Eabox,06/09/2018,Club Wagon,490881
747,Ainyx,12/12/2018,Legacy,355791
748,Yambee,02/07/2018,Pacifica,453671
749,Dabshots,10/17/2018,F150,432553
750,Yoveo,11/29/2018,M,234379
751,Demimbu,03/29/2018,Town & Country,239221
752,Yoveo,07/08/2018,Camaro,350942
753,Digitube,11/10/2018,GranTurismo,445244
754,Brainlounge,12/30/2018,1500,115422
755,Thoughtstorm,08/29/2018,RX,336167
756,Izio,06/09/2018,E250,182533
757,Youopia,08/22/2018,Murano,436553
758,Meejo,04/23/2018,XK,169850
759,Dabvine,06/22/2018,Cabriolet,243925
760,Youtags,04/03/2018,Wrangler,387142
761,Jabberstorm,05/03/2018,R32,499351
762,Zoonoodle,12/25/2018,Express 1500,165659
763,InnoZ,10/12/2018,Continental GTC,203673
764,Tekfly,06/05/2018,Grand Prix,329543
765,Ainyx,12/06/2018,S6,284612
766,Kare,06/16/2018,Explorer,325554
767,Linktype,02/14/2018,Suburban 1500,185396
768,Devpulse,12/04/2018,Montana SV6,488822
769,Brightbean,07/08/2018,Riviera,391877
770,Skinix,06/09/2018,GTO,343272
771,Devcast,05/02/2018,Rabbit,390512
772,Yata,05/31/2018,Roadrunner,251860
773,Devcast,05/11/2018,57,116127
774,Quire,02/03/2018,Mazda6,499140
775,Youspan,10/02/2018,Econoline E150,412760
776,Trilia,10/29/2018,S-Class,451842
777,Agimba,09/24/2018,Outlander,301751
778,Kaymbo,08/28/2018,Sierra 1500,422074
779,Brightbean,11/25/2018,Thunderbird,104704
780,Skyble,03/27/2018,SL-Class,176523
781,Tagtune,10/28/2018,Grand Prix,401768
782,Gabspot,04/05/2018,Avenger,485691
783,Ailane,04/13/2018,Lumina APV,130938
784,Thoughtbeat,11/11/2018,Caprice,135504
785,Gabtune,06/17/2018,Lightning,249078
786,Trilith,05/14/2018,B-Series Plus,435822
787,Topdrive,12/02/2018,B-Series,366480
788,Flashdog,01/31/2018,Coachbuilder,315813
789,Skippad,03/02/2018,XK Series,353967
790,Avaveo,02/18/2018,Grand Prix,221220
791,Zoovu,05/16/2018,Canyon,134520
792,Roodel,04/02/2018,Cabriolet,401329
793,Fanoodle,04/17/2018,Quest,159359
794,Tagfeed,01/25/2018,3 Series,162428
795,Demivee,03/18/2018,Escort,428070
796,Ozu,08/30/2018,Raider,407742
797,Katz,05/01/2018,960,192876
798,Trudoo,09/12/2018,Sierra 1500,345186
799,Jaxbean,06/12/2018,Solara,308054
800,Wikido,03/18/2018,Cube,314799
801,Buzzdog,11/14/2018,Escort,434352
802,Abata,11/17/2018,Sebring,327811
803,Gigazoom,04/09/2018,GTO,429662
804,Gigashots,05/16/2018,TrailBlazer,481770
805,Thoughtmix,02/20/2018,Grand Am,468894
806,Oozz,12/31/2018,A6,399733
807,Photolist,09/12/2018,Prizm,106875
808,Rooxo,05/13/2018,Altima,226373
809,Abata,10/27/2018,Mazda6,394180
810,JumpXS,06/10/2018,FJ Cruiser,164720
811,Youspan,08/04/2018,Eurovan,194967
812,Realfire,08/02/2018,Mustang,342448
813,Flashdog,09/26/2018,FX,238876
814,Flashpoint,01/17/2018,LX,221787
815,Agivu,06/13/2018,xB,245684
816,Shufflester,06/08/2018,9-3,427693
817,Thoughtstorm,11/07/2018,G-Class,296717
818,Midel,08/09/2018,Envoy,151844
819,Avamba,06/16/2018,Nitro,482115
820,Kayveo,06/10/2018,Seville,481706
821,Skajo,04/19/2018,B-Series,187244
822,Meembee,09/19/2018,Wrangler,488375
823,Agimba,04/12/2018,RL,221259
824,Twitternation,11/05/2018,Yukon XL 1500,213986
825,Blogtag,04/16/2018,XLR-V,431628
826,Wordpedia,09/21/2018,Malibu,298456
827,Trilia,05/30/2018,Villager,204666
828,Avamm,04/06/2018,X5,401249
829,Feedfire,10/26/2018,Golf,347803
830,Edgetag,08/07/2018,Santa Fe,124764
831,Twitterbeat,12/18/2018,Pilot,356196
832,Yata,04/29/2018,Mirage,213476
833,Tazzy,04/16/2018,NSX,141349
834,Realbuzz,10/10/2018,S4,324913
835,Innotype,12/22/2018,Millenia,355417
836,Twitterwire,01/01/2018,Grand Voyager,231028
837,Avavee,10/10/2018,Savana 1500,494379
838,Brainlounge,12/28/2018,SLS-Class,370980
839,Oyope,11/24/2018,XK,449415
840,Photofeed,03/26/2018,XJ Series,196940
841,Ntag,07/03/2018,Montero,184939
842,Aimbu,07/20/2018,Protege,394367
843,Jabbertype,04/28/2018,Genesis Coupe,160396
844,Demimbu,09/02/2018,Exige,326635
845,Plambee,06/27/2018,Escape,341975
846,Trunyx,05/09/2018,Q,433300
847,Kwilith,12/09/2018,Thunderbird,263681
848,Eayo,08/28/2018,Corvette,329685
849,Realmix,05/07/2018,Diamante,119060
850,Nlounge,03/27/2018,Silhouette,450088
851,DabZ,11/20/2018,Savana 2500,419598
852,Flashpoint,01/17/2018,Golf,442486
853,Youfeed,11/16/2018,2500,367000
854,Kwideo,02/09/2018,E250,370731
855,Demivee,04/05/2018,Legacy,312521
856,Babbleopia,11/19/2018,3500,249964
857,Jazzy,04/07/2018,Caravan,362811
858,Agivu,08/21/2018,C70,253395
859,Topicstorm,08/15/2018,Galaxie,418388
860,Livefish,12/07/2018,Cooper,417283
861,Shufflester,05/28/2018,DeVille,477046
862,Kazio,10/16/2018,MPV,426487
863,Edgewire,01/03/2018,Corvette,262956
864,Mydo,11/01/2018,G-Series 3500,229672
865,Buzzbean,11/07/2018,645,264686
866,Roomm,02/11/2018,Neon,394003
867,Wikido,09/10/2018,Ranger,404982
868,Riffwire,09/08/2018,Yaris,106077
869,Rhyloo,03/28/2018,Continental GTC,176377
870,Centimia,10/26/2018,Durango,274411
871,Jabberstorm,02/05/2018,Hombre,455725
872,Ozu,02/20/2018,Silverado 2500,354622
873,Browsebug,11/20/2018,Wrangler,499454
874,Yakidoo,07/16/2018,Passat,378187
875,Cogibox,10/09/2018,Chariot,309732
876,Gabcube,02/13/2018,Prizm,210828
877,Meemm,07/03/2018,Firebird,133297
878,Oloo,09/03/2018,GS,338324
879,Skippad,12/11/2018,MKX,183737
880,Devpoint,03/23/2018,Fusion,441352
881,Wordpedia,08/31/2018,S-Series,233305
882,Riffwire,10/02/2018,GS,461023
883,Zooveo,04/26/2018,Riviera,186521
884,Browsetype,08/09/2018,Civic,463068
885,Roomm,01/16/2018,Grand Marquis,111766
886,Yotz,10/08/2018,Touareg,488480
887,Eamia,05/31/2018,Mazda6,204282
888,Thoughtbeat,10/25/2018,Yukon XL 2500,168897
889,Wordware,01/29/2018,A4,166509
890,Topdrive,12/06/2018,Chevette,335546
891,Thoughtstorm,06/19/2018,MDX,285834
892,Jaloo,11/05/2018,Accord,275429
893,Dabshots,10/28/2018,Windstar,321274
894,Skalith,12/06/2018,Regal,175646
895,Flashdog,04/01/2018,Bonneville,339645
896,Ailane,08/30/2018,A3,359776
897,Aimbo,11/30/2018,Expedition,123786
898,Skipfire,04/25/2018,Raider,454971
899,Ozu,01/18/2018,S8,240822
900,Meetz,10/03/2018,ES,272108
901,Flashset,03/08/2018,Discovery,201834
902,Twitternation,01/19/2018,M6,495216
903,Agimba,05/14/2018,Magnum,208075
904,Tanoodle,06/22/2018,Solara,479475
905,Yakidoo,11/20/2018,MX-5,115773
906,Quatz,04/28/2018,ES,391896
907,Browsetype,03/31/2018,Escalade,256727
908,Npath,06/14/2018,Grand Marquis,141764
909,Cogibox,09/30/2018,2500 Club Coupe,151819
910,Cogilith,01/05/2018,Firebird,484053
911,Aimbu,05/24/2018,Tacoma,358003
912,Flipbug,05/05/2018,Maxima,413473
913,Ailane,04/07/2018,Summit,114192
914,Buzzdog,02/21/2018,Montana,392539
915,Latz,11/23/2018,Galant,146949
916,Thoughtworks,06/24/2018,tC,274162
917,Brainsphere,12/03/2018,XF,406033
918,Shuffledrive,05/07/2018,C-Class,385378
919,Mybuzz,04/15/2018,Metro,146992
920,Jabbersphere,08/08/2018,Solstice,194541
921,Yakidoo,02/17/2018,Gran Sport,355274
922,Quire,07/20/2018,Yaris,111599
923,Edgeify,05/15/2018,Golf,340429
924,Blogpad,01/07/2018,Leganza,225227
925,Linkbridge,05/29/2018,Tundra,125552
926,Voolith,11/30/2018,Expedition,148494
927,Jayo,07/19/2018,S2000,469393
928,Rhynoodle,11/24/2018,S-Class,439551
929,Brainlounge,07/10/2018,SJ,343039
930,Thoughtmix,08/20/2018,XJ Series,372123
931,Jetwire,06/03/2018,Fit,289560
932,Wikido,06/24/2018,Century,271597
933,Skiba,07/15/2018,LHS,144854
934,Divavu,05/23/2018,Ranger,328569
935,Zoomlounge,01/10/2018,8 Series,424212
936,Mynte,04/21/2018,G-Series 1500,477353
937,Blogtag,11/12/2018,Cabriolet,336927
938,Quinu,06/12/2018,C70,440275
939,Tanoodle,12/22/2018,MKX,103199
940,Trudoo,04/09/2018,A8,209002
941,Quaxo,10/28/2018,Range Rover Classic,126231
942,Latz,05/14/2018,Spectra,157672
943,Fanoodle,04/03/2018,Bronco II,407852
944,Gabtype,05/19/2018,F150,306057
945,Jayo,02/06/2018,Ramcharger,208561
946,Eazzy,08/06/2018,S80,479306
947,Twitterwire,10/21/2018,Town & Country,445995
948,Mydeo,06/19/2018,R8,101367
949,Feedspan,04/24/2018,Suburban 2500,429085
950,Minyx,01/27/2018,Forester,278191
951,Youspan,07/07/2018,Malibu,301377
952,Voonyx,08/09/2018,GTI,224757
953,Ooba,05/10/2018,Durango,117225
954,Twitternation,10/27/2018,Rabbit,297846
955,Mita,09/18/2018,Amigo,181246
956,Dynabox,05/17/2018,Caravan,322221
957,Centidel,09/29/2018,GTO,251056
958,Thoughtworks,05/19/2018,Odyssey,100137
959,Ozu,01/01/2018,370Z,148402
960,Topicstorm,11/07/2018,T100,419003
961,Skipfire,01/21/2018,Q,372346
962,Dynabox,07/24/2018,Pilot,282711
963,Vipe,09/19/2018,X5,249318
964,Skimia,09/19/2018,riolet,364868
965,Thoughtworks,06/06/2018,Camaro,305258
966,Buzzster,09/23/2018,New Beetle,338408
967,Gigazoom,05/18/2018,Legacy,120946
968,Oozz,04/27/2018,G37,231030
969,Kayveo,05/30/2018,SLK-Class,199150
970,Tagpad,07/27/2018,Fiesta,174595
971,Browsedrive,05/05/2018,Echo,159712
972,Feedfire,10/27/2018,Sportage,468446
973,Yakidoo,04/17/2018,Caravan,476332
974,Oyondu,01/04/2018,Eldorado,431208
975,Twitterworks,10/11/2018,Equinox,419333
976,Topiczoom,01/05/2018,Sienna,325137
977,Photospace,09/14/2018,Cooper Clubman,495522
978,Eare,02/23/2018,Monte Carlo,362101
979,Eadel,01/21/2018,X6,121839
980,Edgeclub,08/16/2018,ES,345698
981,Digitube,06/13/2018,SC,479848
982,Feedmix,08/07/2018,Concorde,156111
983,Devbug,09/08/2018,RX-7,444980
984,Meejo,08/18/2018,Roadmaster,377187
985,Kwimbee,04/09/2018,S-Series,413604
986,Feednation,02/17/2018,Suburban 2500,328389
987,Tazzy,08/17/2018,Golf,362078
988,Linkbridge,09/15/2018,Alcyone SVX,219431
989,Vipe,06/22/2018,6000,106872
990,Dabjam,05/10/2018,LaCrosse,367485
991,Eire,03/05/2018,Justy,241160
992,Oba,08/01/2018,H3,139517
993,Eayo,06/14/2018,Savana 3500,401214
994,Tazzy,06/28/2018,HHR,248772
995,Jabbersphere,08/23/2018,M3,308055
996,Divavu,02/23/2018,Protege,496735
997,Flipbug,01/23/2018,Leganza,458164
998,Flipstorm,04/04/2018,Escort,118345
999,Edgepulse,05/24/2018,Veracruz,351374
1000,Yoveo,07/18/2018,Accord,224172
